"obs" "date_surv" "gen" "date_birth" "region" "occup" "income" "single" "use" "intens"
1730 2016-12-06 "f" 2002-02-18 "Central" "school" 0 1 1 6
1731 2016-11-25 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
1732 2016-12-05 "m" 2001-02-23 "NorthEast" "school" 0 1 0 0
1733 2016-11-21 "m" 1970-08-05 "North" "blue collar" 723 0 0 0
1734 2016-11-13 "m" 2006-01-28 "NorthEast" "school" 0 1 0 0
1735 2016-12-01 "f" 2000-02-29 "NorthEast" "blue collar" 558 1 0 0
1736 2016-11-21 "m" 2004-02-08 "NorthEast" "school" 0 0 0 0
1737 2016-12-07 "f" 1989-04-27 "East" "blue collar" 2927 0 0 0
1738 2016-12-08 "f" 1999-03-06 "South" "blue collar" 269 1 1 6
1739 2016-11-18 "f" 1992-04-11 "East" "blue collar" 2050 1 1 2
1740 2016-11-18 "f" 1987-05-08 "Bangkok" "white collar" 641 0 0 0
1741 2016-12-05 "f" 1990-04-22 "East" "unempl" 0 1 0 0
1742 2016-12-03 "f" 1983-05-29 "NorthEast" "blue collar" 2345 0 1 2
1743 2016-11-20 "m" 1981-06-08 "NorthEast" "white collar" 4893 1 0 0
1744 2016-10-30 "f" 2000-02-29 "Central" "school" 0 1 1 5
1745 2016-11-09 "f" 1981-06-08 "South" "blue collar" 2465 0 0 0
1746 2016-12-05 "f" 1989-04-27 "NorthEast" "unempl" 0 1 1 5
1747 2016-12-01 "m" 2004-02-08 "NorthEast" "school" 0 1 1 1
1748 2016-11-21 "m" 1989-04-27 "NorthEast" "white collar" 4904 0 1 2
1749 2016-11-28 "m" 2000-02-29 "East" "blue collar" 2807 1 0 0
1750 2016-12-07 "f" 1994-04-01 "Bangkok" "blue collar" 268 0 1 2
1751 2016-11-10 "m" 2004-02-08 "South" "school" 0 1 1 2
1752 2016-11-24 "m" 1991-04-17 "East" "blue collar" 81 1 0 0
1753 2016-11-30 "m" 2005-02-02 "Central" "school" 0 1 1 8
1754 2016-11-08 "m" 1999-03-06 "Central" "blue collar" 868 1 0 0
1755 2016-12-04 "m" 2003-02-13 "East" "school" 0 1 1 2
1756 2016-11-08 "m" 1997-03-16 "NorthEast" "blue collar" 3189 1 0 0
1757 2016-11-12 "m" 2008-01-18 "NorthEast" "school" 0 1 1 1
1758 2016-12-06 "m" 1975-07-10 "NorthEast" "blue collar" 111 1 0 0
1759 2016-11-24 "m" 1980-06-13 "Bangkok" "white collar" 5036 1 0 0
1760 2016-11-25 "m" 1990-04-22 "South" "blue collar" 3366 1 1 3
1761 2016-11-22 "m" 2006-01-28 "Bangkok" "school" 0 1 0 0
1762 2016-11-01 "m" 1988-05-02 "NorthEast" "unempl" 0 1 0 0
1763 2016-11-14 "f" 1987-05-08 "NorthEast" "unempl" 0 1 0 0
1764 2016-11-22 "f" 1998-03-11 "Central" "school" 0 1 1 7
1765 2016-11-30 "m" 1986-05-13 "NorthEast" "white collar" 481 0 0 0
1766 2016-12-05 "m" 1995-03-27 "East" "blue collar" 1451 0 0 0
1767 2016-12-04 "m" 1990-04-22 "Central" "white collar" 5437 1 1 10
1768 2016-11-19 "m" 1989-04-27 "East" "blue collar" 642 1 1 3
1769 2016-11-23 "m" 1991-04-17 "Bangkok" "blue collar" 1070 1 1 3
1770 2016-11-30 "m" 1982-06-03 "Central" "blue collar" 3489 0 0 0
1771 2016-11-28 "f" 2003-02-13 "NorthEast" "school" 0 1 0 0
1772 2016-11-12 "f" 1984-05-23 "Bangkok" "blue collar" 1307 0 0 0
1773 2016-11-11 "m" 2005-02-02 "Central" "school" 0 1 1 5
1774 2016-11-22 "m" 1990-04-22 "Central" "white collar" 1456 1 1 6
1775 2016-10-29 "f" 1991-04-17 "Bangkok" "unempl" 0 1 1 8
1776 2016-11-19 "m" 2000-02-29 "Central" "blue collar" 1213 1 1 3
1777 2016-12-02 "m" 1993-04-06 "Central" "blue collar" 705 0 0 0
1778 2016-10-29 "f" 1987-05-08 "NorthEast" "blue collar" 204 1 1 9
1779 2016-11-12 "m" 2006-01-28 "South" "school" 0 1 1 6
1780 2016-11-01 "m" 1990-04-22 "NorthEast" "blue collar" 734 1 0 0
1781 2016-12-05 "m" 1981-06-08 "East" "unempl" 0 1 0 0
1782 2016-12-07 "m" 2007-01-23 "NorthEast" "school" 0 1 0 0
1783 2016-11-18 "f" 1994-04-01 "South" "blue collar" 643 1 0 0
1784 2016-11-30 "f" 2001-02-23 "South" "school" 0 1 1 6
1785 2016-11-19 "m" 1972-07-25 "NorthEast" "blue collar" 3164 0 0 0
1786 2016-11-12 "m" 1989-04-27 "NorthEast" "blue collar" 2235 1 0 0
1787 2016-12-03 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
1788 2016-11-13 "m" 2005-02-02 "Central" "school" 0 1 0 0
1789 2016-11-20 "m" 1995-03-27 "South" "blue collar" 141 1 1 5
1790 2016-11-19 "f" 2000-02-29 "Central" "blue collar" 1010 1 0 0
1791 2016-11-20 "f" 1997-03-16 "East" "blue collar" 2198 1 1 5
1792 2016-11-01 "m" 1992-04-11 "Bangkok" "unempl" 0 1 0 0
1793 2016-11-21 "f" 1995-03-27 "South" "blue collar" 428 1 1 5
1794 2016-11-28 "f" 1992-04-11 "North" "white collar" 2682 1 1 4
1795 2016-11-30 "f" 1985-05-18 "Central" "blue collar" 3328 0 1 3
1796 2016-12-09 "m" 1984-05-23 "Central" "blue collar" 1845 0 1 3
1797 2016-12-08 "m" 1986-05-13 "NorthEast" "blue collar" 2803 0 0 0
1798 2016-11-13 "m" 1992-04-11 "NorthEast" "white collar" 6934 1 1 2
1799 2016-11-07 "m" 2001-02-23 "NorthEast" "school" 0 1 1 1
1800 2016-11-12 "m" 1982-06-03 "Bangkok" "blue collar" 3864 0 0 0
1801 2016-11-23 "f" 1986-05-13 "Central" "blue collar" 2504 0 0 0
1802 2016-11-12 "f" 2005-02-02 "South" "school" 0 1 1 8
1803 2016-11-06 "f" 1984-05-23 "Bangkok" "white collar" 2558 1 1 11
1804 2016-11-07 "f" 1980-06-13 "NorthEast" "blue collar" 454 0 1 2
1805 2016-11-03 "m" 1984-05-23 "NorthEast" "white collar" 2031 0 0 0
1806 2016-11-22 "m" 1997-03-16 "Bangkok" "blue collar" 125 1 1 9
1807 2016-12-07 "f" 1975-07-10 "South" "blue collar" 2335 0 0 0
1808 2016-11-23 "m" 1984-05-23 "Central" "white collar" 6627 1 0 0
1809 2016-11-03 "f" 2001-02-23 "South" "school" 0 1 1 3
1810 2016-11-05 "f" 2007-01-23 "Central" "school" 0 1 0 0
1811 2016-10-30 "f" 1991-04-17 "Bangkok" "white collar" 4213 1 1 4
1812 2016-11-17 "f" 1982-06-03 "East" "white collar" 3629 1 1 3
1813 2016-11-27 "f" 1988-05-02 "East" "blue collar" 935 1 0 0
1814 2016-11-26 "f" 1992-04-11 "Bangkok" "unempl" 0 1 0 0
1815 2016-11-26 "m" 1994-04-01 "Bangkok" "blue collar" 626 1 1 4
1816 2016-11-29 "m" 1992-04-11 "Bangkok" "white collar" 4769 0 0 0
1817 2016-12-01 "m" 1982-06-03 "Central" "white collar" 82 0 0 0
1818 2016-11-27 "m" 1991-04-17 "NorthEast" "white collar" 4099 1 0 0
1819 2016-11-13 "m" 1977-06-29 "Bangkok" "white collar" 1586 0 0 0
1820 2016-11-08 "m" 1972-07-25 "East" "unempl" 0 0 0 0
1821 2016-11-12 "f" 1991-04-17 "NorthEast" "blue collar" 2348 1 0 0
1822 2016-11-15 "f" 1985-05-18 "Bangkok" "white collar" 8296 1 1 5
1823 2016-11-09 "m" 1990-04-22 "Central" "unempl" 0 1 0 0
1824 2016-11-03 "f" 1992-04-11 "NorthEast" "blue collar" 2186 1 1 3
1825 2016-11-09 "m" 1990-04-22 "East" "white collar" 5465 0 0 0
1826 2016-11-25 "m" 1991-04-17 "East" "blue collar" 2878 1 1 5
1827 2016-10-30 "f" 1983-05-29 "North" "blue collar" 1412 0 0 0
1828 2016-11-30 "m" 2008-01-18 "Central" "school" 0 0 0 0
1829 2016-12-04 "f" 1972-07-25 "Central" "unempl" 0 1 0 0
1830 2016-11-16 "f" 1970-08-05 "Central" "blue collar" 2090 0 0 0
1831 2016-11-27 "f" 1993-04-06 "North" "blue collar" 926 0 1 1
1832 2016-11-12 "m" 1978-06-24 "East" "white collar" 5338 0 0 0
1833 2016-12-05 "m" 1980-06-13 "Central" "blue collar" 249 0 0 0
1834 2016-11-02 "f" 1983-05-29 "NorthEast" "blue collar" 1933 1 0 0
1835 2016-11-26 "m" 1988-05-02 "South" "white collar" 3297 0 1 3
1836 2016-11-06 "f" 1997-03-16 "NorthEast" "univ" 0 1 1 4
1837 2016-11-30 "f" 1979-06-19 "Central" "blue collar" 933 1 0 0
1838 2016-11-19 "f" 1967-08-21 "Bangkok" "white collar" 290 1 0 0
1839 2016-11-11 "f" 2005-02-02 "South" "school" 0 0 0 0
1840 2016-12-04 "m" 1990-04-22 "NorthEast" "white collar" 3357 1 1 4
1841 2016-11-20 "f" 1992-04-11 "NorthEast" "blue collar" 4313 0 1 1
1842 2016-11-17 "f" 1987-05-08 "Bangkok" "blue collar" 933 1 0 0
1843 2016-11-24 "f" 1985-05-18 "Bangkok" "unempl" 0 1 0 0
1844 2016-12-01 "m" 1981-06-08 "Central" "blue collar" 2713 1 0 0
1845 2016-11-06 "f" 1979-06-19 "NorthEast" "white collar" 2986 1 0 0
1846 2016-11-09 "m" 1975-07-10 "Bangkok" "blue collar" 2221 0 0 0
1847 2016-11-16 "f" 2001-02-23 "NorthEast" "school" 0 1 1 3
1848 2016-11-19 "m" 1995-03-27 "Bangkok" "unempl" 0 1 1 1
1849 2016-12-05 "f" 1984-05-23 "South" "white collar" 483 1 0 0
1850 2016-12-03 "m" 1984-05-23 "Central" "white collar" 1458 0 0 0
1851 2016-11-11 "m" 2000-02-29 "NorthEast" "blue collar" 3291 1 0 0
1852 2016-12-07 "f" 1998-03-11 "Central" "school" 0 1 1 4
1853 2016-12-04 "m" 1992-04-11 "NorthEast" "blue collar" 2648 1 1 3
1854 2016-12-04 "f" 1973-07-20 "East" "white collar" 3227 0 0 0
1855 2016-11-20 "f" 2004-02-08 "NorthEast" "school" 0 1 0 0
1856 2016-11-20 "m" 1980-06-13 "North" "white collar" 136 1 0 0
1857 2016-11-14 "f" 1993-04-06 "Central" "univ" 0 1 1 9
1858 2016-11-25 "f" 1988-05-02 "NorthEast" "blue collar" 366 1 0 0
1859 2016-11-15 "f" 1990-04-22 "Bangkok" "blue collar" 667 0 0 0
1860 2016-11-30 "f" 2000-02-29 "NorthEast" "blue collar" 2112 1 0 0
1861 2016-11-19 "f" 1988-05-02 "North" "blue collar" 2282 1 0 0
1862 2016-11-20 "m" 1980-06-13 "NorthEast" "white collar" 5365 0 0 0
1863 2016-12-08 "f" 1990-04-22 "Bangkok" "blue collar" 237 1 1 6
1864 2016-12-04 "f" 2008-01-18 "NorthEast" "school" . 1 0 0
1865 2016-11-19 "f" 1990-04-22 "South" "blue collar" 2157 1 1 3
1866 2016-11-07 "f" 1980-06-13 "Bangkok" "white collar" 4990 0 0 0
1867 2016-11-16 "f" 1981-06-08 "East" "white collar" 3647 0 0 0
1868 2016-11-26 "f" 1973-07-20 "NorthEast" "white collar" 1783 1 0 0
1869 2016-11-26 "f" 1995-03-27 "East" "blue collar" 2777 1 0 0
1870 2016-11-24 "m" 1992-04-11 "Bangkok" "white collar" 1535 1 1 3
1871 2016-11-23 "f" 2004-02-08 "South" "school" 0 1 1 2
1872 2016-11-17 "f" 1982-06-03 "Bangkok" "white collar" 3857 0 0 0
1873 2016-11-30 "f" 2004-02-08 "South" "school" 0 1 1 1
1874 2016-11-22 "f" 1994-04-01 "NorthEast" "unempl" 0 1 1 6
1875 2016-11-26 "m" 1985-05-18 "NorthEast" "blue collar" 1305 0 0 0
1876 2016-11-25 "m" 1996-03-21 "Central" "blue collar" 2905 1 0 0
1877 2016-11-24 "f" 1981-06-08 "Central" "blue collar" 2161 1 0 0
1878 2016-11-23 "m" 1993-04-06 "North" "univ" 0 0 0 0
1879 2016-11-15 "f" 1996-03-21 "NorthEast" "blue collar" 971 1 1 4
1880 2016-11-19 "f" 1998-03-11 "NorthEast" "blue collar" 1305 1 1 3
1881 2016-10-30 "m" 1987-05-08 "Bangkok" "blue collar" 605 1 0 0
1882 2016-11-23 "f" 2005-02-02 "Bangkok" "school" 0 1 0 0
1883 2016-11-25 "f" 1984-05-23 "NorthEast" "blue collar" 1703 1 0 0
1884 2016-11-22 "f" 1994-04-01 "Bangkok" "univ" 0 1 1 2
1885 2016-11-09 "m" 1993-04-06 "Bangkok" "unempl" 0 1 1 2
1886 2016-11-03 "f" 1981-06-08 "Central" "blue collar" 1569 0 0 0
1887 2016-11-23 "m" 2001-02-23 "Bangkok" "school" 0 1 1 5
1888 2016-11-07 "m" 1986-05-13 "NorthEast" "white collar" 2289 1 1 4
1889 2016-12-02 "m" 2009-01-12 "Bangkok" "school" 0 1 1 1
1890 2016-11-21 "m" 2008-01-18 "Bangkok" "school" 0 1 1 3
1891 2016-12-10 "f" 2001-02-23 "Bangkok" "school" 0 1 1 2
1892 2016-11-30 "m" 1996-03-21 "East" "blue collar" 181 1 0 0
1893 2016-11-19 "m" 1990-04-22 "East" "blue collar" 1002 1 1 7
1894 2016-10-30 "f" 2001-02-23 "NorthEast" "school" 0 1 1 2
1895 2016-12-03 "m" 2008-01-18 "East" "school" 0 1 1 5
1896 2016-11-11 "m" 1987-05-08 "NorthEast" "blue collar" 2481 0 0 0
1897 2016-12-08 "f" 1992-04-11 "Bangkok" "blue collar" 1963 1 1 3
1898 2016-11-11 "f" 1994-04-01 "Bangkok" "blue collar" 3608 1 1 3
1899 2016-11-30 "m" 2001-02-23 "East" "school" 0 1 1 3
1900 2016-12-02 "m" 2001-02-23 "Bangkok" "school" 0 1 0 0
1901 2016-12-02 "m" 1982-06-03 "North" "blue collar" 3760 0 0 0
1902 2016-10-29 "f" 1988-05-02 "Bangkok" "blue collar" 175 1 0 0
1903 2016-11-11 "m" 1989-04-27 "NorthEast" "white collar" 655 1 0 0
1904 2016-11-06 "f" 1986-05-13 "Bangkok" "blue collar" 1303 1 1 3
1905 2016-11-20 "f" 1992-04-11 "Bangkok" "white collar" 3588 1 1 2
1906 2016-12-08 "m" 1992-04-11 "Bangkok" "white collar" 368 1 0 0
1907 2016-11-22 "m" 2005-02-02 "Central" "school" 0 1 0 0
1908 2016-11-17 "f" 1997-03-16 "East" "blue collar" 2190 1 0 0
1909 2016-11-22 "f" 2009-01-12 "East" "school" 0 1 1 6
1910 2016-11-05 "m" 1990-04-22 "East" "blue collar" 3269 1 1 4
1911 2016-11-09 "f" 1981-06-08 "Central" "blue collar" 1435 1 0 0
1912 2016-11-16 "m" 1999-03-06 "East" "school" 0 1 1 7
1913 2016-12-10 "f" 1981-06-08 "NorthEast" "white collar" 9877 1 0 0
1914 2016-11-10 "f" 1996-03-21 "North" "unempl" 0 1 1 6
1915 2016-11-22 "m" 2008-01-18 "North" "school" 0 1 0 0
1916 2016-11-12 "f" 1993-04-06 "Bangkok" "blue collar" 4294 1 1 5
1917 2016-11-30 "f" 1991-04-17 "NorthEast" "blue collar" 2783 1 1 2
1918 2016-11-05 "m" 1987-05-08 "South" "blue collar" 650 1 0 0
1919 2016-11-01 "m" 1983-05-29 "South" "white collar" 879 1 0 0
1920 2016-11-02 "m" 1986-05-13 "Bangkok" "blue collar" 3639 1 0 0
1921 2016-12-07 "m" 1982-06-03 "Central" "blue collar" 2025 1 0 0
1922 2016-11-22 "f" 1981-06-08 "Bangkok" "blue collar" 805 1 1 3
1923 2016-11-24 "m" 2003-02-13 "Bangkok" "school" 0 1 1 12
1924 2016-11-29 "f" 1999-03-06 "Central" "school" 0 1 1 3
1925 2016-12-01 "f" 1990-04-22 "East" "white collar" 6905 0 0 0
1926 2016-11-30 "f" 1990-04-22 "South" "blue collar" 2191 1 0 0
1927 2016-10-30 "m" 1998-03-11 "NorthEast" "school" 0 1 1 5
1928 2016-11-29 "m" 1984-05-23 "Bangkok" "white collar" 947 1 0 0
1929 2016-11-09 "m" 1995-03-27 "Bangkok" "univ" 0 1 1 4
1930 2016-12-02 "f" 2006-01-28 "NorthEast" "school" 0 1 0 0
1931 2016-12-09 "m" 2008-01-18 "Bangkok" "school" 0 1 1 1
1932 2016-11-17 "f" 1991-04-17 "East" "blue collar" 1052 0 0 0
1933 2016-11-16 "m" 1988-05-02 "NorthEast" "blue collar" 683 1 0 0
1934 2016-12-06 "f" 2008-01-18 "NorthEast" "school" 0 1 0 0
1935 2016-11-28 "m" 1989-04-27 "Bangkok" "blue collar" 812 1 1 1
1936 2016-11-20 "f" 1987-05-08 "East" "unempl" 0 1 0 0
1937 2016-11-25 "m" 1992-04-11 "Bangkok" "white collar" 3487 0 0 0
1938 2016-11-22 "f" 2006-01-28 "Central" "school" 0 1 1 8
1939 2016-12-01 "m" 2000-02-29 "NorthEast" "school" 0 1 1 1
1940 2016-11-30 "f" 1986-05-13 "NorthEast" "blue collar" 3413 0 0 0
1941 2016-12-10 "f" 1982-06-03 "NorthEast" "blue collar" 5118 0 0 0
1942 2016-11-25 "m" 1983-05-29 "Bangkok" "white collar" 3400 1 1 11
1943 2016-11-25 "m" 1984-05-23 "Bangkok" "blue collar" 1331 0 0 0
1944 2016-11-10 "f" 1981-06-08 "East" "blue collar" 2012 1 0 0
1945 2016-11-21 "m" 1983-05-29 "Central" "blue collar" 1614 0 0 0
1946 2016-11-15 "m" 2008-01-18 "South" "school" 0 1 1 5
1947 2016-11-04 "f" 1996-03-21 "Bangkok" "blue collar" 913 0 0 0
1948 2016-12-03 "m" 2008-01-18 "Bangkok" "school" 0 1 1 5
1949 2016-11-20 "f" 1987-05-08 "NorthEast" "unempl" 0 1 1 3
1950 2016-11-08 "f" 2004-02-08 "Bangkok" "school" 0 1 1 4
1951 2016-11-08 "m" 1972-07-25 "Central" "white collar" 6008 0 0 0
1952 2016-10-29 "m" 1991-04-17 "North" "unempl" 0 1 0 0
1953 2016-12-06 "f" 1982-06-03 "NorthEast" "white collar" 3117 0 0 0
1954 2016-11-15 "f" 1987-05-08 "NorthEast" "blue collar" 1073 1 0 0
1955 2016-12-02 "m" 1981-06-08 "Central" "blue collar" 3839 1 1 4
1956 2016-11-30 "m" 2009-01-12 "NorthEast" "school" 0 1 0 0
1957 2016-12-05 "m" 1996-03-21 "Bangkok" "blue collar" 141 1 1 4
1958 2016-10-29 "m" 1989-04-27 "North" "blue collar" 1025 1 0 0
1959 2016-12-07 "m" 1997-03-16 "South" "univ" 0 1 1 3
1960 2016-11-24 "f" 1985-05-18 "East" "blue collar" 119 0 0 0
1961 2016-11-13 "f" 1967-08-21 "NorthEast" "white collar" 2252 0 0 0
1962 2016-11-24 "f" 1970-08-05 "Bangkok" "blue collar" 953 1 0 0
1963 2016-11-03 "m" 1998-03-11 "Central" "school" 0 1 0 0
1964 2016-11-11 "f" 1994-04-01 "East" "blue collar" 1813 1 1 2
1965 2016-11-01 "f" 1983-05-29 "NorthEast" "blue collar" 2806 1 0 0
1966 2016-11-26 "m" 1992-04-11 "Central" "blue collar" 1554 1 0 0
1967 2016-11-07 "m" 1993-04-06 "Bangkok" "unempl" 0 1 1 1
1968 2016-12-06 "m" 2008-01-18 "Bangkok" "school" 0 1 0 0
1969 2016-12-01 "f" 1972-07-25 "Bangkok" "unempl" 0 1 0 0
1970 2016-11-15 "f" 1981-06-08 "NorthEast" "white collar" 2006 1 0 0
1971 2016-11-05 "m" 1981-06-08 "Bangkok" "blue collar" 1729 0 0 0
1972 2016-11-12 "f" 1996-03-21 "NorthEast" "blue collar" 2178 0 0 0
1973 2016-11-03 "m" 2002-02-18 "Bangkok" "school" 0 1 0 0
1974 2016-11-11 "f" 2002-02-18 "NorthEast" "school" 0 1 1 9
1975 2016-11-30 "m" 2008-01-18 "Bangkok" "school" 0 1 1 3
1976 2016-11-01 "f" 1982-06-03 "NorthEast" "blue collar" 1567 0 0 0
1977 2016-11-19 "m" 1982-06-03 "South" "white collar" 3488 0 0 0
1978 2016-11-16 "m" 1991-04-17 "East" "blue collar" 512 1 1 2
1979 2016-12-01 "f" 2004-02-08 "Central" "school" 0 1 1 5
1980 2016-11-24 "m" 1985-05-18 "Bangkok" "white collar" 2236 1 1 6
1981 2016-12-10 "m" 1997-03-16 "North" "blue collar" 60 1 0 0
1982 2016-11-28 "m" 1984-05-23 "NorthEast" "blue collar" 2630 0 0 0
1983 2016-11-13 "m" 1972-07-25 "East" "blue collar" 2411 0 0 0
1984 2016-12-05 "f" 1991-04-17 "East" "blue collar" 60 1 1 7
1985 2016-11-24 "m" 1990-04-22 "NorthEast" "white collar" 2766 1 0 0
1986 2016-12-09 "m" 1990-04-22 "Central" "white collar" 4845 0 0 0
1987 2016-11-07 "f" 2003-02-13 "Bangkok" "school" 0 1 1 3
1988 2016-11-16 "m" 1991-04-17 "Bangkok" "blue collar" 100 0 0 0
1989 2016-11-08 "f" 1986-05-13 "NorthEast" "white collar" 23 0 0 0
1990 2016-11-25 "f" 1996-03-21 "Bangkok" "blue collar" 296 1 1 3
1991 2016-11-07 "f" 1980-06-13 "East" "white collar" 2967 1 0 0
1992 2016-11-16 "m" 2007-01-23 "South" "school" 0 1 1 2
1993 2016-11-16 "f" 1997-03-16 "NorthEast" "blue collar" 1256 1 0 0
1994 2016-12-06 "m" 1997-03-16 "Central" "blue collar" 4252 0 1 3
1995 2016-11-05 "f" 1989-04-27 "Bangkok" "blue collar" 902 1 0 0
1996 2016-12-02 "f" 1992-04-11 "NorthEast" "blue collar" 2845 1 0 0
1997 2016-10-30 "f" 1983-05-29 "North" "blue collar" 1786 1 0 0
1998 2016-12-06 "m" 2000-02-29 "South" "school" 0 1 1 2
1999 2016-11-30 "f" 1976-07-04 "South" "blue collar" 2031 1 0 0
2000 2016-11-30 "m" 1999-03-06 "Central" "blue collar" 2030 1 1 7
2001 2016-11-02 "f" 1985-05-18 "East" "blue collar" 985 1 1 7
2002 2016-11-03 "m" 1981-06-08 "Bangkok" "unempl" 0 1 0 0
2003 2016-11-07 "m" 2005-02-02 "Bangkok" "school" 0 1 1 8
2004 2016-11-14 "f" 1992-04-11 "NorthEast" "blue collar" 3225 0 1 2
2005 2016-11-17 "f" 1980-06-13 "Bangkok" "blue collar" 3490 1 0 0
2006 2016-11-04 "m" 2006-01-28 "East" "school" 0 1 1 9
2007 2016-11-29 "f" 1990-04-22 "East" "unempl" 0 1 1 2
2008 2016-11-16 "m" 1977-06-29 "Bangkok" "white collar" 2069 0 0 0
2009 2016-11-02 "m" 1987-05-08 "South" "blue collar" 2254 1 1 3
2010 2016-11-03 "f" 1990-04-22 "NorthEast" "blue collar" 2888 0 0 0
2011 2016-10-29 "m" 1992-04-11 "NorthEast" "unempl" 0 1 0 0
2012 2016-11-15 "f" 1992-04-11 "Central" "blue collar" 103 1 1 1
2013 2016-11-13 "f" 1996-03-21 "Bangkok" "blue collar" 3675 0 1 2
2014 2016-11-26 "m" 1990-04-22 "East" "white collar" 1782 1 1 2
2015 2016-11-20 "m" 1996-03-21 "Bangkok" "unempl" 0 1 1 4
2016 2016-10-30 "f" 1969-08-10 "East" "white collar" 3162 0 0 0
2017 2016-11-19 "f" 1981-06-08 "East" "white collar" 4998 1 0 0
2018 2016-12-04 "m" 1985-05-18 "Bangkok" "white collar" 5353 0 0 0
2019 2016-11-26 "f" 1970-08-05 "East" "white collar" 6389 0 0 0
2020 2016-11-15 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
2021 2016-10-29 "m" 1992-04-11 "East" "blue collar" 2499 0 1 2
2022 2016-11-12 "m" 1978-06-24 "South" "blue collar" 312 0 0 0
2023 2016-11-28 "m" 2008-01-18 "Bangkok" "school" 0 1 0 0
2024 2016-11-07 "m" 1987-05-08 "NorthEast" "blue collar" 1961 1 0 0
2025 2016-11-06 "f" 2005-02-02 "North" "school" 0 1 1 4
2026 2016-12-06 "m" 1983-05-29 "Bangkok" "blue collar" 1962 0 0 0
2027 2016-10-31 "f" 1993-04-06 "Central" "blue collar" 1853 1 1 2
2028 2016-11-27 "f" 1986-05-13 "Bangkok" "blue collar" 741 1 1 3
2029 2016-11-10 "f" 1983-05-29 "North" "blue collar" 3099 0 0 0
2030 2016-11-08 "f" 1991-04-17 "NorthEast" "white collar" 3000 1 1 3
2031 2016-11-05 "m" 1993-04-06 "NorthEast" "blue collar" 1902 0 0 0
2032 2016-11-24 "m" 1992-04-11 "Central" "blue collar" 3114 1 1 2
2033 2016-11-09 "m" 1979-06-19 "Bangkok" "white collar" 2393 0 0 0
2034 2016-11-17 "m" 1977-06-29 "NorthEast" "blue collar" 3616 0 0 0
2035 2016-11-02 "f" 1984-05-23 "Bangkok" "white collar" 144 1 0 0
2036 2016-12-02 "f" 1989-04-27 "East" "unempl" 0 1 1 5
2037 2016-12-08 "m" 2003-02-13 "Bangkok" "school" 0 1 1 1
2038 2016-11-13 "m" 1989-04-27 "Central" "white collar" 155 1 0 0
2039 2016-11-14 "m" 1990-04-22 "East" "blue collar" 2703 0 1 2
2040 2016-12-05 "f" 1994-04-01 "NorthEast" "univ" 0 0 1 1
2041 2016-11-25 "m" 1983-05-29 "Bangkok" "white collar" 7730 0 0 0
2042 2016-11-02 "m" 1983-05-29 "Bangkok" "white collar" 5377 1 1 3
2043 2016-11-01 "m" 2001-02-23 "Bangkok" "school" 0 1 0 0
2044 2016-11-12 "f" 1969-08-10 "South" "blue collar" 1786 0 0 0
2045 2016-11-16 "m" 1973-07-20 "Central" "blue collar" 1825 0 0 0
2046 2016-11-17 "m" 1971-07-31 "NorthEast" "blue collar" 1884 0 0 0
2047 2016-11-12 "f" 1981-06-08 "Bangkok" "blue collar" 3708 1 1 7
2048 2016-11-13 "m" 1988-05-02 "Bangkok" "white collar" 4481 1 1 3
2049 2016-12-10 "f" 2008-01-18 "Bangkok" "school" 0 1 1 5
2050 2016-11-17 "f" 2003-02-13 "Bangkok" "school" 0 1 1 6
2051 2016-12-06 "m" 1978-06-24 "Bangkok" "blue collar" 1077 0 0 0
2052 2016-11-23 "f" 1985-05-18 "Bangkok" "blue collar" 622 1 0 0
2053 2016-11-10 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
2054 2016-11-24 "f" 1997-03-16 "NorthEast" "blue collar" 4044 1 1 3
2055 2016-11-22 "f" 1973-07-20 "NorthEast" "blue collar" 3244 1 0 0
2056 2016-10-30 "f" 1992-04-11 "North" "blue collar" 1242 1 0 0
2057 2016-12-05 "f" 1992-04-11 "NorthEast" "blue collar" 2609 1 1 6
2058 2016-10-29 "f" 1990-04-22 "Bangkok" "blue collar" 329 1 1 1
2059 2016-12-09 "m" 2008-01-18 "Bangkok" "school" 0 1 0 0
2060 2016-11-04 "f" 2007-01-23 "Central" "school" 0 1 0 0
2061 2016-11-24 "f" 1997-03-16 "NorthEast" "blue collar" 1704 1 0 0
2062 2016-12-03 "m" 1992-04-11 "East" "blue collar" 1060 1 0 0
2063 2016-11-14 "f" 1990-04-22 "Central" "blue collar" 1723 1 0 0
2064 2016-11-02 "m" 2000-02-29 "Central" "school" 0 1 1 2
2065 2016-11-23 "f" 1980-06-13 "NorthEast" "blue collar" 115 0 0 0
2066 2016-11-19 "m" 1994-04-01 "Central" "univ" 0 0 0 0
2067 2016-12-06 "f" 1973-07-20 "Bangkok" "blue collar" 51 1 0 0
2068 2016-10-31 "f" 1997-03-16 "South" "blue collar" 1461 1 1 2
2069 2016-12-08 "f" 1985-05-18 "Bangkok" "white collar" 4864 1 1 3
2070 2016-11-17 "f" 2004-02-08 "East" "school" 0 1 0 0
